fatality,injury,latitude,longitude,permit_count,unique_job_types,unique_work_types,residential_any,temperature,rainfall,wind_speed,weighted_fatality_index,is_repeat_site,day_incident_pct,borough_Brooklyn,borough_Manhattan,borough_Queens,borough_Staten Island,check2 description_Material Failure (Fell),check2 description_Mechanical Construction Equipment,check2 description_Other Construction Related,check2 description_Scaffold/Shoring Installations,check2 description_Struck By,check2 description_Worker Fell,record type description_Incident,record type description_Not DOB Jurisdiction,record type description_Notification
0,0,40.814603,-73.938039,42,42,42,0,8,0,19,0,1,18,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,40.61892040807489,-74.17671034129415,25,5,2,1,10,2,20,1,1,19,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,40.793971,-73.942403,5,5,5,0,23,0,13,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.678027,-73.986657,50,50,50,1,6,62,40,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.740909,-73.987947,264,264,264,0,17,0,16,0,1,19,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,40.706878,-74.002049,9,9,9,0,0,0,15,0,0,18,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,40.689889,-73.979937,15,15,15,0,18,0,24,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.681104,-73.98843,2,2,2,0,-1,0,26,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,1
0,1,40.762621,-73.973128,58,58,58,0,21,0,16,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.782192,-73.951538,14,14,14,1,16,0,11,0,1,19,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.748528,-73.982413,105,105,105,0,19,0,16,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.685418,-73.93142,1,1,1,1,7,6,32,0,0,17,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.751986,-73.931099,22,22,22,0,-2,1,15,0,0,19,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.763336,-73.961093,6,6,6,0,24,0,25,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,40.841827,-73.842073,6,6,6,1,17,0,20,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,40.83823901483213,-73.82077943675434,35,9,3,0,31,3,23,2,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.66258,-73.934226,9,7,7,0,9,7,23,0,0,17,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.6368,-74.11867,2,2,2,0,26,0,19,0,0,19,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,40.74817,-73.938805,34,34,34,0,6,16,17,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.827586,-73.853196,1,1,1,1,11,0,19,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.661981,-73.88994,3,3,3,1,25,5,16,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.720245,-73.995996,28,28,28,0,1,0,18,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.837779,-73.889045,10,10,10,1,-3,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,40.725825,-73.994357,8,8,8,0,28,15,14,0,0,17,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,40.714156,-73.948301,8,8,8,1,17,0,16,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,40.606556,-73.964397,12,12,12,0,-1,3,21,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.839028,-73.908895,12,12,12,0,16,1,13,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,40.6422832380928,-74.18148644809187,18,4,6,1,33,2,29,2,1,17,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,40.655529,-73.867753,6,6,6,1,23,0,22,0,1,19,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,40.660543,-73.994273,3,3,3,0,1,0,13,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.685271,-73.950541,9,7,7,0,20,5,15,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,40.865734,-73.927489,5,5,5,1,2,5,23,0,0,19,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.760525,-73.833974,3,3,3,0,0,0,21,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.741822,-73.965787,44,44,44,0,13,0,18,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.745081,-73.987019,11,11,11,1,29,5,22,0,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,40.628624,-73.99358,9,7,7,0,19,0,26,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
1,1,40.570891682967634,-74.17512831005544,19,7,5,1,5,0,31,1,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,40.89294108698604,-73.76474324297939,30,6,8,1,5,2,18,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.708115,-74.008768,297,297,297,0,19,0,17,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.664368,-73.910337,9,7,7,0,25,2,15,0,1,19,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,40.634673,-74.135621,9,7,7,0,6,1,32,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1,40.732151,-74.00411,7,7,7,1,0,0,14,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.750214,-73.973108,133,133,133,0,10,0,15,0,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.842746,-73.925602,2,2,2,0,-1,0,12,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.657328,-73.868777,1,1,1,1,7,0,13,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.756239,-73.961505,20,20,20,1,8,10,25,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.748068,-73.95667,2,2,2,1,2,0,28,0,0,17,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,40.704343,-73.959104,2,2,2,0,3,0,19,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,40.666803,-73.983148,8,8,8,0,8,6,26,1,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.689883,-73.979793,15,15,15,0,15,0,19,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.684815,-73.923593,30,30,30,1,28,23,14,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.75257345520607,-73.9649185487171,7,5,8,1,11,11,37,1,1,19,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,40.580357,-73.976164,8,8,8,1,10,0,20,0,1,18,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0,40.69691,-73.960735,1,1,1,0,7,34,21,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,40.814603,-73.938039,42,42,42,0,21,0,19,0,1,18,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.772885,-73.979865,39,39,39,1,-2,0,16,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.842746,-73.925602,2,2,2,0,27,3,17,0,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40.75472,-73.968172,45,45,45,1,8,44,15,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.736546,-73.99488,1,1,1,1,2,0,25,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.834018837821326,-74.05874629907221,49,4,1,0,12,2,22,1,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.761118,-73.969609,59,59,59,0,24,1,12,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.731774,-73.9604,9,7,7,0,16,0,12,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.726821,-74.008944,3,3,3,0,4,0,22,0,0,19,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.835683,-73.882143,3,3,3,0,-2,2,17,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.54833006085868,-74.04575592394839,34,7,1,1,26,0,26,1,1,19,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,40.676712,-74.01485,9,7,7,0,20,0,18,0,0,18,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,40.66479,-73.950982,9,7,7,0,21,0,17,0,0,19,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,40.70729,-73.794633,8,8,8,1,-1,0,27,0,1,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.770899,-73.98874,9,9,9,0,12,18,30,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.800833,-73.944218,12,12,12,1,21,0,7,0,0,19,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.74817,-73.938805,34,34,34,0,25,0,14,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.748281,-73.982092,9,9,9,1,21,0,16,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,40.816046,-73.931166,4,4,4,1,27,0,12,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.772467,-73.957051,12,12,12,1,20,0,16,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.705774,-74.008869,70,70,70,1,-3,0,6,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.865701,-73.892213,9,7,7,0,18,2,13,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.740207,-73.994778,22,22,22,0,0,4,13,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.690498,-73.958928,13,13,13,1,5,0,13,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,40.842746,-73.925602,2,2,2,0,6,0,18,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.57762,-73.990378,21,21,21,1,19,0,16,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,40.635957,-73.980378,25,25,25,1,6,4,42,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.805223,-73.885975,2,2,2,0,8,43,16,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.689356,-73.978567,27,27,27,1,9,4,26,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.668293,-73.979237,88,88,88,0,-8,0,10,1,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.815974,-73.958569,10,10,10,1,3,6,21,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.702309,-73.983698,1,1,1,0,26,0,30,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.844082,-73.916359,27,27,27,1,22,0,24,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.845745,-73.917105,5,5,5,0,0,0,23,0,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,40.8357048575698,-73.8616715466385,47,5,4,1,9,1,31,1,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.634462,-74.118439,2,2,2,0,3,0,23,0,0,19,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,40.676375,-74.006861,13,13,13,1,26,0,39,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.863178,-73.917911,4,4,4,1,22,1,18,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.680445,-73.988802,1,1,1,1,17,0,15,0,0,19,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,40.755575,-73.836625,11,11,11,1,26,4,24,0,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.639423,-73.90724,1,1,1,1,3,0,14,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,40.756628,-73.986287,73,73,73,0,20,3,18,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.675235,-73.904872,2,2,2,0,22,3,15,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.794223,-73.942732,1,1,1,0,-9,0,8,0,1,19,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,40.871842,-73.893573,10,10,10,0,10,0,24,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.88321574561648,-74.02833443651781,32,2,7,0,24,0,4,1,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,40.629401,-73.999481,6,6,6,0,2,2,16,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,40.753055,-73.871634,6,6,6,0,24,4,21,0,0,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.751394,-73.986635,11,11,11,0,20,4,20,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.76317,-73.996596,6,6,6,0,17,0,9,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.679847,-73.989613,22,22,22,0,18,6,15,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.879381,-73.908648,5,5,5,1,11,0,15,0,0,19,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,40.743502,-73.95808,2,2,2,0,1,0,21,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.744483,-73.985337,18,18,18,0,1,0,7,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.754162,-73.976557,365,365,365,0,27,3,29,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.762605,-73.97846,281,281,281,0,13,14,24,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,40.651471,-73.95386,1,1,1,1,22,27,39,0,1,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.75973,-73.970303,19,19,19,0,10,12,20,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.680609,-73.952845,15,15,15,0,19,0,19,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.579868,-73.973025,42,42,42,1,21,0,18,0,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.757978,-73.979783,27,27,27,0,32,0,9,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.613915,-73.973963,4,4,4,1,10,7,36,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,40.820236,-73.929612,9,9,9,1,0,9,13,0,1,19,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,40.756648,-73.974358,138,138,138,1,1,0,24,1,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.764639384904,-74.05966238453064,15,2,4,0,3,0,22,1,1,18,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,40.757406,-74.000787,24,24,24,0,0,0,23,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,40.816046,-73.931166,4,4,4,1,0,4,13,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,40.686441,-73.979498,3,3,3,0,3,0,19,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,40.76520402947208,-73.78063217922386,33,6,7,0,11,1,12,1,1,18,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,40.74817,-73.938805,34,34,34,0,17,0,19,0,1,18,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,40.71793,-74.014523,15,15,15,1,21,0,13,0,1,19,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.679223,-73.981829,30,30,30,1,18,1,12,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.838458,-73.920338,7,7,7,0,-6,0,17,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.739918,-73.947213,4,4,4,0,22,0,19,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.713846,-74.013812,83,83,83,0,20,0,13,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.669079,-73.98637,32,32,32,0,22,0,21,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.845745,-73.917105,5,5,5,0,21,28,15,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.732953,-73.993635,4,4,4,1,21,0,31,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.757519,-73.975827,195,195,195,0,5,0,21,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.655503,-73.948826,2,2,2,0,23,0,16,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.632269,-74.151134,1,1,1,0,3,0,19,0,0,19,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1,40.764459,-73.828892,1,1,1,0,-1,0,23,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.644423,-73.995579,1,1,1,1,17,0,23,0,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40.755641,-73.975109,92,92,92,0,11,0,6,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.625344,-73.995029,12,12,12,1,25,1,24,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.750288,-73.973288,53,53,53,0,15,11,11,0,1,18,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,40.695235,-73.943945,2,2,2,1,9,0,24,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.769614,-73.989722,24,24,24,0,6,13,15,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.656983,-73.90555,2,2,2,1,19,0,19,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,40.755237,-73.992864,30,30,30,1,-3,0,10,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.757406,-74.000787,24,24,24,0,5,1,25,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,40.62316,-74.040648,9,9,9,0,18,0,21,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.59089,-73.981194,4,4,4,1,8,0,19,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,40.66108615492951,-73.78160361344167,27,9,8,0,22,10,28,1,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,40.87500147746801,-74.22082802021706,22,7,5,0,17,10,18,1,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.672751,-73.960832,1,1,1,1,14,39,35,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,40.80487365198743,-74.22809536903254,11,7,2,1,19,0,19,2,1,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.677701,-73.995158,2,2,2,0,20,0,15,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.805639,-73.924596,3,3,3,0,21,0,19,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.709647,-73.95465,8,8,8,0,2,0,20,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.762123,-73.970389,28,28,28,1,19,0,17,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.749087,-74.005396,19,19,19,1,7,0,34,0,0,18,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.750288,-73.973288,53,53,53,0,20,0,10,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.689356,-73.978567,27,27,27,1,-1,0,14,0,1,19,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.747075,-73.939149,10,10,10,0,17,0,14,0,1,18,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,40.619036,-73.932965,4,4,4,0,14,0,13,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.752027,-73.939299,10,10,10,1,27,0,17,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.689285,-73.979418,9,7,7,0,17,0,12,0,1,19,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,40.822884,-73.857564,7,7,7,1,8,0,24,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1
0,2,40.634019,-73.947574,3,3,3,1,-4,0,20,1,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.707847,-73.800871,9,7,7,0,1,0,18,0,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.660872,-73.991137,24,24,24,1,22,0,21,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.814265,-73.947219,6,6,6,1,20,18,12,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.747551,-73.94113,2,2,2,0,23,5,18,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,40.758831,-73.93938,3,3,3,0,-2,3,19,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.772632,-73.952462,1,1,1,1,0,0,13,0,1,17,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,40.679847,-73.989613,22,22,22,0,9,26,43,0,1,18,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,40.678027,-73.986657,1,1,1,1,-2,10,24,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.747551,-73.94113,2,2,2,0,8,0,18,0,1,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.859417,-73.891128,35,35,35,1,15,15,35,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.596108,-73.767699,13,13,13,1,3,0,28,0,0,17,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.671537,-73.907191,9,7,7,0,22,9,20,0,1,18,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,40.708158,-73.904619,12,12,12,0,6,0,14,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.735668,-73.957396,15,15,15,1,29,6,28,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.89302470708706,-74.19156679860446,27,2,9,1,15,0,30,1,1,19,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,40.810179,-73.963608,8,8,8,0,-4,0,31,0,1,19,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,40.794223,-73.942732,1,1,1,0,27,0,20,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.726245,-73.958095,2,2,2,0,4,0,14,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.803469435108894,-74.18963448832528,19,1,4,1,16,3,18,1,1,18,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,40.765045,-73.996552,14,14,14,0,17,0,14,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.689889,-73.979937,15,15,15,0,15,0,23,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.730785,-73.995486,20,20,20,1,7,3,26,0,0,17,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,40.647848,-73.972515,1,1,1,1,15,0,14,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,40.69811084709997,-73.92948904568784,41,3,2,1,0,0,9,1,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.693625,-73.969939,6,6,6,0,18,0,21,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.680192,-73.98609,1,1,1,1,-9,0,21,0,1,17,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.757978,-73.979783,27,27,27,0,8,21,18,0,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.680192,-73.98609,1,1,1,1,10,0,14,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,40.671837,-73.856675,5,5,5,0,26,0,16,1,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.793971,-73.942403,5,5,5,0,25,39,15,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.688896,-73.989969,45,45,45,0,10,0,12,0,1,18,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,40.812239,-73.954005,4,4,4,1,25,0,32,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2,40.59894629864567,-73.98784668977278,40,1,7,0,4,1,7,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,40.671546,-73.940901,3,3,3,0,17,0,18,0,1,17,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.74078,-73.987741,264,264,264,0,20,0,21,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.705914,-74.008609,118,118,118,0,0,0,14,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.853406,-73.906244,1,1,1,0,1,0,23,0,0,19,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,40.676365,-73.888452,14,14,14,1,-2,3,18,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.668878,-73.985722,32,32,32,0,-10,0,11,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.741858,-73.907397,6,6,6,0,7,1,19,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.698786,-73.805464,4,4,4,1,5,0,22,0,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.661748,-73.927833,4,4,4,1,26,0,14,0,1,19,1,0,0,0,0,0,0,0,0,1,1,0,0
0,1,40.755641,-73.975109,92,92,92,0,8,0,23,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.757406,-74.000787,24,24,24,0,17,0,16,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.727337,-73.992073,5,5,5,0,4,0,22,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.845745,-73.917105,9,9,9,1,15,21,15,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.74817,-73.938805,34,34,34,0,24,0,11,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.749905,-73.903311,2,2,2,0,-4,0,13,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,40.708677,-74.014197,4,4,4,0,5,0,13,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.67921,-73.987691,1,1,1,0,-2,10,24,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,40.703026,-74.011202,120,120,120,0,23,18,15,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.697908,-73.807191,7,7,7,1,10,7,24,0,0,19,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.761118,-73.969609,59,59,59,0,4,0,25,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.731774,-73.9604,8,8,8,1,22,0,27,0,1,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,40.705911,-73.793707,4,4,4,0,5,0,15,0,0,18,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.805223,-73.885975,2,2,2,0,5,0,10,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.702309,-73.983698,1,1,1,0,22,27,39,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.734481,-73.954532,9,9,9,1,-2,1,15,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.668931,-73.837223,9,9,9,0,14,0,18,0,0,19,0,0,1,0,0,0,0,0,0,0,1,0,0
